0,0.254193293,0.254193293
1,0.137076541,0.391269834
2,0.122395911,0.513665746
3,0.105472527,0.619138272
4,0.054349788,0.673488061
5,0.042578664,0.716066725
6,0.018148163,0.734214888
7,0.017428425,0.751643313
8,0.016869184,0.768512496
9,0.016626467,0.785138963
10,0.014585505,0.799724469
11,0.013911115,0.813635584
12,0.013605464,0.827241048
13,0.011304712,0.838545759
14,0.010601775,0.849147534
15,0.008279577,0.857427111
16,0.008277787,0.865704898
17,0.008123159,0.873828057
18,0.007450629,0.881278687
19,0.00710961,0.888388296
20,0.007017897,0.895406193
21,0.00634788,0.901754074
22,0.006205746,0.907959819
23,0.005890548,0.913850367
24,0.005853613,0.91970398
25,0.005724993,0.925428973
26,0.005352512,0.930781485
27,0.005351039,0.936132524
28,0.004885682,0.941018206
29,0.004734558,0.945752764
30,0.004690957,0.95044372
31,0.004496713,0.954940433
32,0.00437597,0.959316403
33,0.00370405,0.963020453
34,0.003098251,0.966118704
35,0.003002734,0.969121437
36,0.002889546,0.972010983
37,0.002832091,0.974843075
38,0.002505225,0.9773483
39,0.002066742,0.979415042
40,0.001543947,0.980958989
41,0.001165073,0.982124062
42,0.001100069,0.98322413
43,0.001083347,0.984307477
44,0.000963143,0.98527062
45,0.000905037,0.986175657
46,0.000865213,0.98704087
47,0.000791485,0.987832355
48,0.000758877,0.988591232
49,0.000664768,0.989256
50,0.000650838,0.989906838
51,0.000611664,0.990518503
52,0.000611296,0.991129799
53,0.000570451,0.99170025
54,0.000565378,0.992265628
55,0.000536084,0.992801712
56,0.000489016,0.993290728
57,0.000475114,0.993765842
58,0.000473764,0.994239606
59,0.000452881,0.994692487
60,0.000436255,0.995128742
61,0.000434494,0.995563235
62,0.000414149,0.995977384
63,0.000403493,0.996380877
64,0.000374278,0.996755156
65,0.000289533,0.997044688
66,0.000272424,0.997317112
67,0.000267166,0.997584279
68,0.000239486,0.997823765
69,0.000229327,0.998053092
70,0.000216081,0.998269173
71,0.000210526,0.998479699
72,0.000210269,0.998689968
73,0.000181153,0.998871121
74,0.000180938,0.999052059
75,0.000175466,0.999227525
76,0.000162669,0.999390194
77,0.000138623,0.999528818
78,0.000119608,0.999648425
79,0.000113198,0.999761623
80,0.000103529,0.999865152
81,6.95E-05,0.999934656
82,4.56E-05,0.999980231
83,1.98E-05,0.99999999
84,1.00E-08,1
