0,4.4611438237637175
1,2.6233097128107237
2,2.5352670589599446
3,2.0282803145415236
4,1.8286427513659709
5,1.7286269017260771
6,1.651260719641714
7,1.4427571124466074
8,1.333770215724252
9,1.2981170088480967
10,1.2568871650405493
11,1.2411163699965049
12,1.2278414672388858
13,1.2060846248065957
14,1.1928676195062697
15,1.1769531942594158
16,1.1750816405440174
17,1.1498773592481386
18,1.142113136999573
19,1.135509214619611
20,1.1275038930242283
21,1.1139113210804297
22,1.101956285490827
23,1.0926919541582736
24,1.0838083218384222
25,1.0817052876261575
26,1.0746850189310628
27,1.0701726267115437
28,1.0646375160596153
29,1.0621007321338158
30,1.0575755800495805
31,1.0562421734811682
32,1.0536402114472831
33,1.0449045176039455
34,1.0424411568081113
35,1.0410022277462994
36,1.0380973262628208
37,1.0349758056853464
38,1.028231236836771
39,1.026139787110723
40,1.023615216282046
41,1.0172967741348953
42,1.0166649801170315
43,1.0111576321997744
44,1.010155099527469
45,1.0059351199587845
46,1.0001493334150653
47,0.9938057607002218
48,0.9908244194849979
49,0.9885791869874039
50,0.9852478759715808
51,0.975928651775859
52,0.9658912431864545
53,0.9600090057571863
54,0.9508263059898984
55,0.947917390529512
56,0.9463154947868947
57,0.9375472743833521
58,0.9304665481961696
59,0.9287035565255113
60,0.9229912996752081
61,0.920253278257358
62,0.9096345800271813
63,0.90539713496254
64,0.8904331307689518
65,0.8755279565096715
66,0.8545173206829907
67,0.8472426116809877
68,0.8035064943079239
69,0.7801851874871515
70,0.7264356175208914
71,0.6752371266706034
72,0.6211954428202935
73,0.5461620747395719
74,0.45371472355491116
75,0.4097011881528437
76,0.2415721485716286
77,0.01989319942877131
78,5.927401179597252e-29
79,2.1247578680674006e-31
80,2.0449967665194917e-31
81,1.6158957828741024e-31
82,2.435109004662763e-32
83,2.313730274165366e-32
84,1.822037622081276e-32
