,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,param_filter__n,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,3.028400421142578,0.6158977105378162,0.5175990581512451,0.027810170614082887,8,0.05,1,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'filter__n': 1}",0.7519347705914871,0.7519347705914871,0.7519347705914871,0.7519004837595025,0.7520044235554327,0.7519418415015064,3.398861474658659e-05,84
1,2.896600580215454,0.07747131802202993,0.5539995193481445,0.1041117647039942,8,0.05,2,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'filter__n': 2}",0.7877280265339967,0.7769485903814262,0.779159756771697,0.7871458189357291,0.7879458114459497,0.7837852779390221,0.004738929198864205,83
2,2.772400903701782,0.217698657373785,0.48980016708374025,0.012480395504747926,8,0.05,3,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'filter__n': 3}",0.7953289110005528,0.7888336097291321,0.785240464344942,0.7914305459571527,0.7978988111694775,0.7917461370484009,0.004507678023950912,82
3,2.677599620819092,0.1984319669136619,0.49020137786865237,0.01202378854096128,8,0.05,4,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'filter__n': 4}",0.8231066887783306,0.8210337202874516,0.8257324488667772,0.8214236351071181,0.8288636991982306,0.8240318434364375,0.0029285646944224174,81
4,2.8008005142211916,0.14725983199941575,0.4909999370574951,0.016431928075592014,8,0.05,5,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'filter__n': 5}",0.8231066887783306,0.8181315644002212,0.8265616362631288,0.8254319281271596,0.829140171412773,0.8244741133869585,0.0037187262585368437,78
5,2.815800905227661,0.17839470364955218,0.48040022850036623,0.013184021597477386,8,0.05,6,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'filter__n': 6}",0.8196517412935324,0.8193753454947484,0.824350469872858,0.8247408431237042,0.8327343102018248,0.8241700527959753,0.0048393926426555855,80
6,2.630599927902222,0.16270480059257963,0.46360015869140625,0.012025401462556469,8,0.05,7,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'filter__n': 7}",0.8269762299613046,0.820342730790492,0.822139303482587,0.8221147201105736,0.8321813657727398,0.8247505321060342,0.004321047819032206,77
7,2.896800708770752,0.11422672057456068,0.4867998123168945,0.02741170367596658,8,0.05,8,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'filter__n': 8}",0.8284964068546158,0.82808181315644,0.8293255942509674,0.817968210089841,0.8352225601327067,0.827818779887774,0.005561165395660675,65
8,2.6034005641937257,0.11379739169165064,0.47280011177062986,0.016166941819989036,8,0.05,9,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'filter__n': 9}",0.8272526257600884,0.8207573244886678,0.8236594803758983,0.8201796821008984,0.8346696157036217,0.8253033695441855,0.005312834729887921,76
9,2.728200149536133,0.2997888677672994,0.49020042419433596,0.01337798595182958,8,0.05,10,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'filter__n': 10}",0.8278054173576561,0.8269762299613046,0.8239358761746821,0.8176917760884589,0.8357755045617915,0.8264366862923958,0.005866603099744489,74
10,2.7406004905700683,0.24805632702490882,0.47120075225830077,0.009369172009104035,8,0.05,11,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'filter__n': 11}",0.8224156992813709,0.8257324488667772,0.8190989496959646,0.821147201105736,0.8328725463090959,0.8242529784116981,0.004817862553229988,79
11,2.9290000438690185,0.46816695054190044,0.5104001998901367,0.022149855208513664,8,0.05,12,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'filter__n': 12}",0.8301547816473189,0.8257324488667772,0.8254560530679934,0.8200414651002074,0.8345313795963506,0.8271830168338999,0.004876597586355863,73
12,2.961800384521484,0.2812926310177678,0.4704000473022461,0.028288502168139124,8,0.05,13,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'filter__n': 13}",0.8307075732448866,0.8273908236594804,0.8290491984521835,0.8240497581202488,0.836051976776334,0.8294496503303204,0.003967908741733611,31
13,2.8895999431610107,0.3307664144733081,0.48600077629089355,0.009818731343386209,8,0.05,14,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'filter__n': 14}",0.8258706467661692,0.82808181315644,0.8275290215588723,0.8218382861091914,0.8345313795963506,0.8275700030406059,0.004109838236592738,68
14,3.061600351333618,0.3077515782712162,0.49160170555114746,0.031206773214610843,8,0.05,15,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'filter__n': 15}",0.828220011055832,0.8283582089552238,0.8257324488667772,0.822805805114029,0.8371578656345038,0.828454542941648,0.004798215202343555,57
15,3.2052001476287844,0.2900286299803933,0.48379931449890134,0.025918559809350192,8,0.05,16,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'filter__n': 16}",0.8279436152570481,0.8266998341625207,0.826147042564953,0.8269523151347615,0.8364666850981476,0.828841529148354,0.003856296131460188,44
