,0,1
1,0.29238750148727377,0.4132327331785354
2,0.44464373646532324,0.4752906642681038
3,0.5003870346833791,0.5556340624346139
4,0.5036345824850268,0.5979660040827592
5,0.5625109250484788,0.6159774050260808
6,0.6599853596157729,0.6426087282194854
7,0.6963153904780331,0.677165625873781
8,0.6943336650949641,0.69398028613175
9,0.7453041879740336,0.7336260428755365
10,0.7877792835214709,0.7342620580565279
11,0.8075871696864698,0.7529670523397815
12,0.8395169660667052,0.792570991715158
13,0.847524584149399,0.7907370572951291
14,0.8431712638691968,0.8179748700136538
15,0.8484611346271811,0.8218911026710304
16,0.8481046012602909,0.825858664107104
17,0.8681262053247596,0.8332454940309604
18,0.8715916937188305,0.8364525214940888
19,0.8752218974765454,0.8514769043583156
20,0.8850777107222111,0.8622780865003962
21,0.8956288925069729,0.8713116232278554
22,0.9057959576601917,0.8765855475957628
23,0.9094791650706724,0.872249444451214
24,0.9090694562627479,0.8729753246173574
25,0.9154377024350804,0.8758969729346383
26,0.9120076632068617,0.8768732824706442
27,0.9268684949091209,0.8906136230938269
28,0.9289185405838288,0.8966222950741785
29,0.9303362368278203,0.9028608758151516
30,0.9279601479783628,0.8986388727194949
31,0.9229749764612484,0.8992569805659514
32,0.9323607112063028,0.8954214095808083
33,0.934594999948006,0.8948107187069245
34,0.9309363911127694,0.9001920538731831
35,0.9343346539923923,0.9053038565166356
36,0.9405813043421247,0.9056104898140269
37,0.9428889164994495,0.9096677963475633
38,0.9440228787787596,0.9090765094928928
39,0.949878859729304,0.9068748513321361
40,0.9500141138829409,0.9101736936449187
41,0.9519633046194439,0.9118590546467326
42,0.9498699056006277,0.9156035593080507
43,0.9524784353530668,0.9274380275082345
44,0.9568428199645811,0.9258646675056657
45,0.9564303890815791,0.9360826576327068
46,0.9598104588647925,0.9372648572674529
47,0.9591740240792795,0.9377369234041321
48,0.9570944794245697,0.939653107042849
49,0.9584564180882605,0.9372378239257484
50,0.9580024529753849,0.9446330395588608
51,0.9566970812230682,0.9455149962920636
52,0.9585818939992077,0.9448170106341599
53,0.9616168903560617,0.9432231595142131
54,0.9608948335097762,0.9432155569149561
55,0.9616390392186277,0.9444077367026483
56,0.9631974493962193,0.9479947648457365
57,0.9625720780614029,0.9460751230402079
58,0.9666890471634977,0.9490229347307296
59,0.965738343407349,0.9560570943075704
60,0.9648312065322051,0.9566122213435925
61,0.963804065833082,0.9598497293975764
62,0.965804810038176,0.9586524224106836
63,0.9651568124099106,0.956580190778134
64,0.9642636714161926,0.9586067291147595
65,0.9658356914725204,0.9629471460624415
66,0.9659526024882361,0.9595775817640912
67,0.9661946604398917,0.9601638507105574
68,0.9655769739856517,0.9600953655768097
69,0.9679410948770212,0.9619773803169492
70,0.970143754394223,0.9626327098126329
71,0.9679127761941445,0.9621700586146958
72,0.9692706970309047,0.9634940640531238
73,0.9703739956894174,0.9655843234701122
74,0.9706323279091953,0.9653507105252861
75,0.9709514027666583,0.9620453317200368
76,0.9735196485943911,0.9684320061097439
77,0.9737851909168448,0.9685261512919028
78,0.9728754878534503,0.9694972657147106
79,0.9733683738873292,0.9694973108894276
80,0.9759517332230063,0.9698398962103904
81,0.9749985299480107,0.9690280682906013
82,0.9764722937714605,0.9687452079429757
83,0.974221137460838,0.9721372689825135
84,0.9751436704829956,0.9691463389484128
