,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,param_clf__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,1.6397414207458496,0.10665286295842479,0.011721086502075196,0.0013042055689862812,8,0.05,1,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'clf__n_components': 1}",0.7519347705914871,0.7519347705914871,0.7520387007601935,0.7519004837595025,0.7519004837595025,0.7519418418924346,5.0798892068598736e-05,80
1,1.4751327514648438,0.04589750820315572,0.009546709060668946,0.0005761826319910241,8,0.05,2,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'clf__n_components': 2}",0.7519347705914871,0.7519347705914871,0.7520387007601935,0.7519004837595025,0.7519004837595025,0.7519418418924346,5.0798892068598736e-05,80
2,1.4391743183135985,0.007156105905841582,0.009248447418212891,0.00012425505343378882,8,0.05,3,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'clf__n_components': 3}",0.7519347705914871,0.7519347705914871,0.7520387007601935,0.7519004837595025,0.7519004837595025,0.7519418418924346,5.0798892068598736e-05,80
3,1.6614824295043946,0.21878618946036993,0.013215875625610352,0.003085863455194547,8,0.05,4,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'clf__n_components': 4}",0.7519347705914871,0.7519347705914871,0.7520387007601935,0.7519004837595025,0.7519004837595025,0.7519418418924346,5.0798892068598736e-05,80
4,1.652289342880249,0.15082847950659006,0.01128978729248047,0.0021323139314780594,8,0.05,5,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'clf__n_components': 5}",0.7519347705914871,0.7519347705914871,0.7520387007601935,0.7519004837595025,0.7519004837595025,0.7519418418924346,5.0798892068598736e-05,80
5,2.589191770553589,0.494420655166274,0.009562301635742187,0.00016408148839105517,8,0.05,6,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'clf__n_components': 6}",0.7867606412382532,0.7943615257048093,0.7834139599170697,0.7809260539046303,0.78852798894264,0.7867980339414805,0.004607225992505535,77
6,2.723181200027466,0.5951393879127587,0.014077854156494141,0.0037567755890816562,8,0.05,7,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'clf__n_components': 7}",0.7820619126589275,0.7874516307352128,0.7812024879060124,0.7747062888735314,0.7847961299239806,0.782043690019533,0.004274743427379627,79
7,3.43929123878479,0.8769241539653212,0.009972476959228515,0.0003040167136110767,8,0.05,8,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'clf__n_components': 8}",0.7915975677169707,0.7874516307352128,0.782031789910159,0.7777470628887353,0.7834139599170697,0.7844484022336295,0.004731764651471695,78
8,3.296214199066162,1.5964703170416852,0.012056493759155273,0.0023350010965054457,8,0.05,9,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'clf__n_components': 9}",0.798783858485351,0.7956053067993366,0.7912923289564616,0.7890808569454043,0.7972356599861783,0.7943996022345463,0.003651379153589445,76
9,2.7697561740875245,0.650856165367616,0.010090160369873046,0.00012677623172121008,8,0.05,10,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'clf__n_components': 10}",0.8074903261470425,0.8116362631288004,0.8074637180373186,0.806496199032481,0.809813407049067,0.8085799826789419,0.0018781766827385023,73
10,3.8719222068786623,1.0808056948795812,0.013245677947998047,0.0028732179360636133,8,0.05,11,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'clf__n_components': 11}",0.8102542841348811,0.8099778883360973,0.8060815480304078,0.8059433310297166,0.816309606081548,0.8097133315225301,0.0037756115569223332,72
11,3.0446355819702147,0.7250798075971553,0.01078019142150879,0.0010474447492251774,8,0.05,12,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'clf__n_components': 12}",0.8097014925373134,0.8108070757324488,0.8111955770559779,0.7925362819626814,0.816309606081548,0.8081100066739939,0.008112978308482077,74
12,2.741757535934448,0.7252896312154087,0.013126802444458009,0.0025282325870651405,8,0.05,13,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'clf__n_components': 13}",0.8073521282476507,0.8077667219458264,0.803178991015895,0.8056668970283345,0.816309606081548,0.808054868863851,0.004431572042259166,75
13,2.5348606586456297,0.8060299803738915,0.010412168502807618,9.714864050830685e-05,8,0.05,14,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'clf__n_components': 14}",0.8148148148148148,0.8097014925373134,0.806496199032481,0.8084312370421561,0.8165860400829302,0.811205956701939,0.003850024752734287,71
14,3.176598882675171,1.0749245006404615,0.012169933319091797,0.0011062269225741732,8,0.05,15,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'clf__n_components': 15}",0.8159203980099502,0.8112216694306247,0.816171389080857,0.8123013130615065,0.8139599170697995,0.8139149373305476,0.0019479705068322132,70
15,3.3054678440093994,1.136195379747788,0.011532449722290039,0.0018081624334325727,8,0.05,16,"{'NN__hidden_layer_sizes': 8, 'NN__learning_rate_init': 0.05, 'clf__n_components': 16}",0.8207573244886678,0.8168877833056938,0.8236351071181756,0.8147892190739461,0.8263994471319972,0.8204937762236961,0.004251106292559187,67
