,GMM,KM
1,1.0,1.0
2,0.025817492051450622,0.026745576085303296
3,0.0427974746718909,0.04508375526991415
4,0.04181914249594779,0.04562757868380633
5,0.06817837125818497,0.06260699717114492
6,0.03447585346371999,0.06313053370767616
7,0.035644670854313776,0.05724785233687077
8,0.04740454190172182,0.053163791806591414
9,0.041781589996203274,0.04808530793872328
10,0.0428811141684644,0.050054202201315526
11,0.04361492742323349,0.056734088156310744
