,GMM,KM
1,-1.1906763241477655e-15,-1.1906763241477655e-15
2,0.025623254409933436,0.02655134690972441
3,0.042520882621308,0.04486313987895913
4,0.0415223043027207,0.045351979584848184
5,0.06784345815321036,0.06231222040776028
6,0.03411152416343455,0.06276944021648523
7,0.03524931142275243,0.05685631872500683
8,0.04698450842281544,0.052735123252880836
9,0.04131442419565274,0.04762705441472865
10,0.04236292526323636,0.04956373597379799
11,0.0430270877096692,0.05622072370226648
