,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,param_addClustKM__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.21299915313720702,0.04822848129939108,0.03980064392089844,0.006367903384316542,12,0.35,2,"{'NN__hidden_layer_sizes': 12, 'NN__learning_rate_init': 0.35, 'addClustKM__n_clusters': 2}",0.7718204488778054,0.7880299251870324,0.8067331670822943,0.7578027465667915,0.7990012484394506,0.7846806387225549,0.017832855735389088,2
1,0.16199817657470703,0.031156652584564043,0.04320087432861328,0.007082668556151606,12,0.35,3,"{'NN__hidden_layer_sizes': 12, 'NN__learning_rate_init': 0.35, 'addClustKM__n_clusters': 3}",0.7955112219451371,0.743142144638404,0.773067331670823,0.8014981273408239,0.7428214731585518,0.7712075848303394,0.02491779405004791,4
2,0.1673985481262207,0.026851691562650368,0.04559988975524902,0.006085380204976877,12,0.35,4,"{'NN__hidden_layer_sizes': 12, 'NN__learning_rate_init': 0.35, 'addClustKM__n_clusters': 4}",0.743142144638404,0.7468827930174564,0.743142144638404,0.7428214731585518,0.8027465667915106,0.7557385229540918,0.023540545429834334,7
3,0.2111992359161377,0.028195078444069478,0.05679931640625,0.004261128445801402,12,0.35,5,"{'NN__hidden_layer_sizes': 12, 'NN__learning_rate_init': 0.35, 'addClustKM__n_clusters': 5}",0.7481296758104738,0.7830423940149626,0.7855361596009975,0.7428214731585518,0.7752808988764045,0.7669660678642715,0.017945440107163473,5
4,0.2484001636505127,0.06263797956298385,0.0673983097076416,0.006404965375161014,12,0.35,6,"{'NN__hidden_layer_sizes': 12, 'NN__learning_rate_init': 0.35, 'addClustKM__n_clusters': 6}",0.7942643391521197,0.743142144638404,0.7992518703241895,0.8114856429463171,0.7378277153558053,0.7771956087824351,0.03053530014122336,3
5,0.24860000610351562,0.044777506435950784,0.06899862289428711,0.006723337949943091,12,0.35,7,"{'NN__hidden_layer_sizes': 12, 'NN__learning_rate_init': 0.35, 'addClustKM__n_clusters': 7}",0.743142144638404,0.7892768079800498,0.743142144638404,0.8052434456928839,0.7428214731585518,0.7647205588822356,0.027037444868854447,6
6,0.2775989055633545,0.027310104463390824,0.07480025291442871,0.00746763270052156,12,0.35,8,"{'NN__hidden_layer_sizes': 12, 'NN__learning_rate_init': 0.35, 'addClustKM__n_clusters': 8}",0.786783042394015,0.7917705735660848,0.7905236907730673,0.8064918851435705,0.7677902621722846,0.7886726546906188,0.012406752765673377,1
